description,categorie,type_service,urgence,origine_probleme,specialite_requise,pieces_necessaires
Intervention requise : impossible d'installer un logiciel Le client a besoin d'aide.,software,configuration,faible,Corruption du système d'exploitation,Généraliste,[]
Client signale : impossible de se connecter au réseau Problème récurrent.,reseau,configuration,normale,Mauvaise configuration des paramètres réseau,Réseau,[]
Client signale : mise en place d'un réseau local pour bureaux Le client a besoin d'aide.,reseau,installation,faible,Mauvaise configuration des paramètres réseau,Réseau,"[""Switch 16 ports"", ""Câble RJ45 20m""]"
Le client indique que le disque SSD n'est plus reconnu par le BIOS Problème urgent.,hardware,reparation,normale,Composant électronique endommagé,Hardware,[]
Signalement client : l'écran affiche des lignes horizontales,hardware,reparation,normale,Composant électronique endommagé,Généraliste,"[""Batterie laptop""]"
Signalement client : le disque ssd n'est plus reconnu par le bios Cela se produit souvent.,hardware,maintenance,normale,Défaillance matérielle due à l'usure,Généraliste,"[""Pâte thermique""]"
Mise en place d'un réseau WiFi sécurisé Le client a besoin d'aide.,reseau,configuration,faible,Mauvaise configuration des paramètres réseau,Généraliste,[]
Client signale : la carte graphique ne s'affiche plus depuis hier.,hardware,reparation,normale,Composant électronique endommagé,Hardware,"[""Batterie laptop""]"
Le navigateur redirige vers des sites inconnus Problème urgent.,software,configuration,faible,Surcharge mémoire et fragmentation,Généraliste,[]
Intervention requise : configuration des droits d'accès utilisateurs,software,configuration,normale,Conflit entre logiciels installés,Software,[]
Signalement client : le disque dur externe n'est plus reconnu Cela se produit souvent.,hardware,reparation,normale,Vieillissement de la batterie,Hardware,"[""RAM DDR4 8GB""]"
Le client indique que le chargeur du laptop est cassé depuis hier.,hardware,reparation,normale,Défaillance matérielle due à l'usure,Hardware,[]
Signalement client : le logiciel erp ne se lance plus Cela se produit souvent.,software,reparation,normale,Conflit entre logiciels installés,Software,[]
Signalement client : adobe acrobat plante à l'ouverture Le client a besoin d'aide.,software,configuration,normale,Erreur de configuration système,Généraliste,[]
Problème signalé : le système est bloqué en mode sans échec depuis ce matin.,software,installation,critique,Licence expirée ou fichiers corrompus,Software,[]
Client signale : l'ordinateur s'éteint tout seul depuis hier.,hardware,reparation,normale,Défaillance matérielle due à l'usure,Hardware,"[""RAM DDR4 8GB""]"
Signalement client : le firewall bloque le trafic légitime,reseau,depannage,normale,Interférence WiFi avec autres équipements,Généraliste,"[""Câble RJ45 5m""]"
Problème signalé : le logiciel de facturation perd ses données Problème urgent.,software,reparation,normale,Conflit entre logiciels installés,Généraliste,[]
Intervention requise : windows à réinstaller suite à corruption Problème récurrent.,software,installation,haute,Conflit entre logiciels installés,Software,[]
Problème signalé : une mise à jour a cassé une application Problème récurrent.,software,installation,normale,Corruption du système d'exploitation,Généraliste,[]
Signalement client : le disque dur fait un bruit de cliquetis Problème urgent.,hardware,reparation,normale,Composant électronique endommagé,Hardware,"[""Alimentation 500W""]"
Le logiciel de caisse ne fonctionne plus,software,installation,haute,Infection par malware ou virus,Généraliste,[]
Problème signalé : sauvegarde et restauration après panne Cela se produit souvent.,software,reparation,faible,Erreur de configuration système,Software,[]
Client signale : configuration d'un réseau invité séparé depuis hier.,reseau,depannage,normale,Mauvaise configuration des paramètres réseau,Réseau,[]
Le client indique que l'écran tactile ne répond plus Cela se produit souvent.,hardware,reparation,haute,Court-circuit dans l'alimentation,Hardware,"[""Carte mère""]"
Le client indique que le disque SSD n'est plus reconnu par le BIOS depuis hier.,hardware,reparation,normale,Défaillance matérielle due à l'usure,Hardware,"[""Câble d'alimentation""]"
Client signale : nettoyage complet du système après infection Problème récurrent.,software,installation,critique,Erreur de configuration système,Généraliste,[]
La bande passante est saturée Problème urgent.,reseau,installation,normale,Problème de sécurité réseau,Généraliste,"[""Routeur fibre""]"
Signalement client : deux réseaux à fusionner après déménagement depuis hier.,reseau,depannage,faible,Mauvaise configuration des paramètres réseau,Réseau,"[""Switch 8 ports""]"
Intervention requise : le réseau est trop lent pour la vidéoconférence depuis ce matin.,reseau,configuration,faible,Problème de sécurité réseau,Réseau,"[""Câble RJ45 5m""]"
Client signale : la carte réseau intégrée ne fonctionne plus depuis hier.,hardware,maintenance,haute,Connexion interne défaillante,Hardware,[]
Intervention requise : impossible d'accéder à certains dossiers Problème urgent.,software,configuration,normale,Infection par malware ou virus,Généraliste,[]
Signalement client : l'ordinateur est infecté par un ransomware depuis hier.,software,configuration,critique,Licence expirée ou fichiers corrompus,Software,[]
Client signale : sauvegarde et restauration après panne Le client a besoin d'aide.,software,configuration,faible,Corruption du système d'exploitation,Software,[]
Désinstallation impossible d'un logiciel Problème récurrent.,software,installation,normale,Infection par malware ou virus,Généraliste,[]
Le client indique que la souris ne répond plus Le client a besoin d'aide.,hardware,maintenance,haute,Connexion interne défaillante,Généraliste,"[""Pâte thermique"", ""Spray air comprimé""]"
Problème signalé : impossible de se connecter au réseau Problème récurrent.,reseau,installation,normale,Surcharge de la bande passante,Généraliste,"[""Point d'accès WiFi""]"
Signalement client : le scanner ne détecte plus les documents depuis hier.,hardware,reparation,normale,Vieillissement de la batterie,Généraliste,"[""Alimentation 500W""]"
Intervention requise : le système est bloqué sur l'écran de connexion Problème urgent.,software,configuration,critique,Corruption du système d'exploitation,Généraliste,[]
Intervention requise : le logiciel métier affiche erreur base de données Cela se produit souvent.,software,configuration,haute,Surcharge mémoire et fragmentation,Généraliste,[]
La batterie du laptop ne charge plus,hardware,maintenance,critique,Dommage physique suite à choc,Hardware,[]
L'imprimante imprime des pages vides Problème récurrent.,hardware,maintenance,faible,Connexion interne défaillante,Généraliste,[]
Le client indique que l'ordinateur est très lent au démarrage,software,installation,normale,Licence expirée ou fichiers corrompus,Software,[]
Client signale : le réseau local est très lent depuis ce matin.,reseau,depannage,normale,Problème de sécurité réseau,Généraliste,"[""Switch 8 ports""]"
Signalement client : le ventilateur fait un bruit très fort Le client a besoin d'aide.,hardware,maintenance,normale,Court-circuit dans l'alimentation,Hardware,[]
Intervention requise : l'alimentation électrique ne démarre pas,hardware,reparation,faible,Défaillance matérielle due à l'usure,Généraliste,"[""Disque SSD 256GB"", ""Câble SATA""]"
Problème signalé : la webcam intégrée n'est plus détectée Problème récurrent.,hardware,reparation,faible,Connexion interne défaillante,Généraliste,"[""Écran LCD 15.6\""""]"
Signalement client : l'écran tactile ne répond plus depuis hier.,hardware,maintenance,haute,Défaillance matérielle due à l'usure,Généraliste,[]
Client signale : le bouton d'alimentation ne répond plus depuis hier.,hardware,maintenance,normale,Connexion interne défaillante,Généraliste,"[""Spray air comprimé"", ""Spray nettoyant""]"
Le système est bloqué sur l'écran de connexion depuis ce matin.,software,configuration,critique,Licence expirée ou fichiers corrompus,Software,[]
Adobe Acrobat plante à l'ouverture Le client a besoin d'aide.,software,reparation,normale,Conflit entre logiciels installés,Généraliste,[]
Problème signalé : l'écran affiche des lignes horizontales depuis hier.,hardware,maintenance,faible,Dommage physique suite à choc,Généraliste,"[""Pâte thermique"", ""Spray air comprimé""]"
Signalement client : le lecteur cd dvd n'ouvre plus Problème récurrent.,hardware,reparation,faible,Surchauffe causée par poussière accumulée,Hardware,"[""Disque SSD 256GB"", ""Câble SATA""]"
Le client indique que configuration du pare-feu pour accès externe depuis ce matin.,reseau,depannage,faible,Problème de sécurité réseau,Généraliste,[]
Client signale : le système de sauvegarde automatique est arrêté Problème urgent.,software,installation,faible,Infection par malware ou virus,Software,[]
Intervention requise : la batterie gonfle et déforme le boîtier Problème urgent.,hardware,maintenance,normale,Surchauffe causée par poussière accumulée,Généraliste,[]
Problème signalé : les fichiers ont disparu après une mise à jour,software,installation,faible,Surcharge mémoire et fragmentation,Généraliste,[]
Client signale : le système est bloqué en mode sans échec Problème urgent.,software,reparation,critique,Infection par malware ou virus,Généraliste,[]
Client signale : le scanner ne détecte plus les documents Problème récurrent.,hardware,reparation,normale,Composant électronique endommagé,Généraliste,"[""Câble d'alimentation""]"
Client signale : le pc redémarre aléatoirement,hardware,maintenance,normale,Défaillance matérielle due à l'usure,Généraliste,[]
Le client indique que la carte réseau intégrée ne fonctionne plus Cela se produit souvent.,hardware,reparation,critique,Connexion interne défaillante,Généraliste,"[""Câble d'alimentation""]"
Problème signalé : la charnière du laptop est cassée Le client a besoin d'aide.,hardware,maintenance,faible,Surchauffe causée par poussière accumulée,Généraliste,[]
Signalement client : le disque ssd n'est plus reconnu par le bios depuis hier.,hardware,maintenance,normale,Défaillance matérielle due à l'usure,Hardware,"[""Pâte thermique"", ""Spray air comprimé""]"
"Le client indique que écran bleu fréquent, RAM peut-être défectueuse Cela se produit souvent.",hardware,reparation,critique,Connexion interne défaillante,Généraliste,"[""Carte mère""]"
Le système est bloqué en mode sans échec Problème récurrent.,software,installation,critique,Conflit entre logiciels installés,Software,[]
Le client indique que windows à réinstaller suite à corruption Problème récurrent.,software,reparation,critique,Mise à jour défectueuse du système,Généraliste,[]
Configuration du démarrage automatique depuis hier.,software,reparation,normale,Erreur de configuration système,Software,[]
Intervention requise : l'imprimante bourre constamment le papier depuis hier.,hardware,reparation,normale,Défaillance matérielle due à l'usure,Généraliste,"[""Connecteur de charge""]"
"Intervention requise : problème de dns, sites web ne chargent pas",reseau,depannage,faible,Surcharge de la bande passante,Réseau,"[""Switch 8 ports""]"
Intervention requise : les drivers de la carte graphique sont corrompus Problème urgent.,software,configuration,normale,Licence expirée ou fichiers corrompus,Généraliste,[]
Le client indique que câblage réseau RJ45 à installer Problème récurrent.,reseau,depannage,faible,Équipement réseau défaillant,Généraliste,"[""Câble RJ45 5m""]"
Le bloc d'alimentation émet des odeurs Le client a besoin d'aide.,hardware,maintenance,faible,Connexion interne défaillante,Hardware,"[""Pâte thermique""]"
Problème signalé : désinstallation impossible d'un logiciel Le client a besoin d'aide.,software,reparation,faible,Infection par malware ou virus,Software,[]
Intervention requise : l'écran reste noir après allumage Problème urgent.,hardware,reparation,normale,Défaillance matérielle due à l'usure,Généraliste,"[""Connecteur de charge""]"
Problème signalé : récupération de données après formatage Problème urgent.,software,installation,critique,Surcharge mémoire et fragmentation,Généraliste,[]
Signalement client : la box internet clignote en rouge depuis ce matin.,reseau,configuration,faible,Câblage endommagé ou mal branché,Généraliste,"[""Câble RJ45 5m""]"
Signalement client : partage d'imprimante réseau impossible Problème urgent.,reseau,configuration,normale,Incompatibilité de protocoles réseau,Réseau,"[""Switch 8 ports""]"
Perte de paquets réseau fréquente Cela se produit souvent.,reseau,installation,normale,Problème de sécurité réseau,Réseau,"[""Câble RJ45 10m"", ""Connecteurs RJ45""]"
Le disque SSD n'est plus reconnu par le BIOS depuis hier.,hardware,reparation,faible,Court-circuit dans l'alimentation,Hardware,"[""Disque dur HDD 1TB""]"
Problème signalé : le système est bloqué en mode sans échec depuis ce matin.,software,reparation,haute,Erreur de configuration système,Généraliste,[]
Client signale : l'antivirus ne peut pas supprimer les menaces Le client a besoin d'aide.,software,installation,critique,Erreur de configuration système,Software,[]
Intervention requise : windows update bloqué depuis plusieurs jours depuis hier.,software,installation,critique,Infection par malware ou virus,Généraliste,[]
Client signale : configuration d'un réseau invité séparé Problème récurrent.,reseau,installation,normale,Mauvaise configuration des paramètres réseau,Réseau,"[""Switch 16 ports"", ""Câble RJ45 20m""]"
La webcam intégrée n'est plus détectée depuis ce matin.,hardware,reparation,faible,Composant électronique endommagé,Hardware,"[""Clavier laptop""]"
Le client indique que windows demande une activation non valide depuis hier.,software,installation,faible,Mise à jour défectueuse du système,Généraliste,[]
Intervention requise : le système affiche une erreur de registre Cela se produit souvent.,software,reparation,haute,Conflit entre logiciels installés,Software,[]
Client signale : le système est bloqué sur l'écran de connexion Problème récurrent.,software,configuration,critique,Corruption du système d'exploitation,Généraliste,[]
La carte graphique ne s'affiche plus Le client a besoin d'aide.,hardware,maintenance,faible,Court-circuit dans l'alimentation,Généraliste,"[""Spray air comprimé"", ""Spray nettoyant""]"
Signalement client : la webcam intégrée n'est plus détectée depuis hier.,hardware,maintenance,faible,Surchauffe causée par poussière accumulée,Généraliste,[]
Problème signalé : le réseau sans fil ne couvre pas tous les bureaux,reseau,installation,normale,Mauvaise configuration des paramètres réseau,Généraliste,"[""Routeur fibre""]"
Problème signalé : nettoyage complet du système après infection depuis ce matin.,software,configuration,haute,Surcharge mémoire et fragmentation,Généraliste,[]
Problème de routage entre deux sites depuis hier.,reseau,configuration,normale,Problème de sécurité réseau,Réseau,[]
Intervention requise : la carte mère émet des bips au démarrage,hardware,reparation,normale,Surchauffe causée par poussière accumulée,Généraliste,"[""Alimentation 500W""]"
Le client indique que installation d'un câble fibre optique,reseau,depannage,faible,Incompatibilité de protocoles réseau,Réseau,[]
Intervention requise : le pare-feu bloque une application métier Le client a besoin d'aide.,software,reparation,faible,Corruption du système d'exploitation,Généraliste,[]
Intervention requise : l'ordinateur est infecté par un ransomware depuis ce matin.,software,reparation,haute,Mise à jour défectueuse du système,Software,[]
Le bloc d'alimentation émet des odeurs,hardware,maintenance,normale,Vieillissement de la batterie,Hardware,"[""Pâte thermique"", ""Spray air comprimé""]"
"Client signale : pas de connexion internet, câble branché Le client a besoin d'aide.",reseau,installation,faible,Surcharge de la bande passante,Réseau,"[""Switch 16 ports"", ""Câble RJ45 20m""]"
Le firewall bloque le trafic légitime depuis hier.,reseau,configuration,normale,Problème de sécurité réseau,Généraliste,"[""Switch 8 ports""]"
Intervention requise : la charnière du laptop est cassée Problème récurrent.,hardware,maintenance,normale,Vieillissement de la batterie,Généraliste,[]
Problème signalé : l'ordinateur ne démarre plus du tout Problème récurrent.,hardware,maintenance,critique,Connexion interne défaillante,Hardware,[]
Le client indique que le bouton d'alimentation ne répond plus,hardware,maintenance,haute,Connexion interne défaillante,Généraliste,"[""Spray air comprimé"", ""Spray nettoyant""]"
Le chargeur du laptop est cassé Le client a besoin d'aide.,hardware,reparation,normale,Connexion interne défaillante,Généraliste,"[""Disque SSD 256GB"", ""Câble SATA""]"
Le client indique que partage d'imprimante réseau impossible depuis ce matin.,reseau,configuration,faible,Câblage endommagé ou mal branché,Généraliste,"[""Switch 8 ports""]"
Signalement client : installation d'un nouveau routeur fibre depuis ce matin.,reseau,depannage,normale,Interférence WiFi avec autres équipements,Réseau,"[""Switch 8 ports""]"
La carte graphique affiche des artefacts Cela se produit souvent.,hardware,maintenance,normale,Court-circuit dans l'alimentation,Hardware,[]
L'imprimante bourre constamment le papier,hardware,reparation,haute,Dommage physique suite à choc,Hardware,"[""Disque SSD 256GB"", ""Câble SATA""]"
Client signale : le disque dur fait un bruit de cliquetis Problème urgent.,hardware,maintenance,haute,Composant électronique endommagé,Généraliste,"[""Pâte thermique""]"
Client signale : les mises à jour automatiques échouent Problème récurrent.,software,reparation,faible,Corruption du système d'exploitation,Software,[]
Signalement client : le connecteur de charge est endommagé depuis hier.,hardware,maintenance,haute,Vieillissement de la batterie,Hardware,[]
Client signale : récupération de données après formatage depuis ce matin.,software,installation,critique,Infection par malware ou virus,Software,[]
Le lecteur CD DVD n'ouvre plus Problème récurrent.,hardware,maintenance,normale,Composant électronique endommagé,Généraliste,"[""Spray air comprimé"", ""Spray nettoyant""]"
Le client indique que le logiciel de comptabilité plante depuis ce matin.,software,reparation,haute,Corruption du système d'exploitation,Généraliste,[]
Installation d'un nouveau routeur fibre Cela se produit souvent.,reseau,depannage,normale,Câblage endommagé ou mal branché,Généraliste,"[""Câble RJ45 5m""]"
Le logiciel de comptabilité plante Le client a besoin d'aide.,software,reparation,haute,Corruption du système d'exploitation,Software,[]
La charnière du laptop est cassée Problème récurrent.,hardware,reparation,faible,Défaillance matérielle due à l'usure,Hardware,"[""Disque dur HDD 1TB""]"
Le client indique que mise en place d'un réseau WiFi sécurisé Le client a besoin d'aide.,reseau,installation,normale,Problème de sécurité réseau,Généraliste,"[""Routeur fibre""]"
"Intervention requise : écran bleu fréquent, ram peut-être défectueuse Problème urgent.",hardware,maintenance,critique,Vieillissement de la batterie,Généraliste,[]
Problème signalé : mise en place d'un réseau local pour bureaux Cela se produit souvent.,reseau,installation,normale,Câblage endommagé ou mal branché,Réseau,"[""Routeur fibre""]"
"Client signale : problème de dns, sites web ne chargent pas depuis ce matin.",reseau,depannage,normale,Interférence WiFi avec autres équipements,Généraliste,"[""Câble RJ45 5m""]"
Problème signalé : impossible de se connecter au réseau Problème urgent.,reseau,depannage,faible,Interférence WiFi avec autres équipements,Réseau,"[""Switch 8 ports""]"
Intervention requise : configuration d'un nouveau point d'accès wifi depuis ce matin.,reseau,configuration,faible,Surcharge de la bande passante,Généraliste,"[""Switch 8 ports""]"
Problème signalé : sauvegarde et restauration après panne Problème urgent.,software,configuration,normale,Conflit entre logiciels installés,Généraliste,[]
Client signale : problème de routage entre deux sites depuis hier.,reseau,configuration,faible,Problème de sécurité réseau,Réseau,[]
Signalement client : le bloc d'alimentation émet des odeurs Problème urgent.,hardware,maintenance,normale,Surchauffe causée par poussière accumulée,Hardware,[]
Problème signalé : le logiciel de comptabilité plante,software,installation,normale,Conflit entre logiciels installés,Généraliste,[]
Client signale : configuration du pare-feu pour accès externe depuis ce matin.,reseau,depannage,faible,Incompatibilité de protocoles réseau,Généraliste,[]
Client signale : l'alimentation électrique ne démarre pas Problème urgent.,hardware,reparation,faible,Dommage physique suite à choc,Hardware,"[""Ventilateur CPU"", ""Pâte thermique""]"
Client signale : le logiciel de facturation perd ses données Le client a besoin d'aide.,software,configuration,faible,Surcharge mémoire et fragmentation,Software,[]
Signalement client : la carte réseau intégrée ne fonctionne plus Problème urgent.,hardware,reparation,haute,Composant électronique endommagé,Généraliste,"[""Écran LCD 15.6\""""]"
Le client indique que remplacement d'un switch défaillant Cela se produit souvent.,reseau,depannage,faible,Mauvaise configuration des paramètres réseau,Réseau,"[""Câble RJ45 5m""]"
Impossible d'installer un logiciel,software,reparation,normale,Corruption du système d'exploitation,Généraliste,[]
Intervention requise : la carte graphique affiche des artefacts depuis hier.,hardware,reparation,normale,Défaillance matérielle due à l'usure,Généraliste,"[""Connecteur de charge""]"
Le client indique que le système est bloqué en mode sans échec Problème récurrent.,software,configuration,critique,Licence expirée ou fichiers corrompus,Software,[]
Redirection de port sur le routeur Problème récurrent.,reseau,depannage,normale,Équipement réseau défaillant,Réseau,"[""Switch 8 ports""]"
Le client indique que le système affiche une erreur de registre Cela se produit souvent.,software,configuration,haute,Erreur de configuration système,Généraliste,[]
"Écran bleu fréquent, RAM peut-être défectueuse Le client a besoin d'aide.",hardware,reparation,haute,Défaillance matérielle due à l'usure,Hardware,"[""RAM DDR4 8GB""]"
Problème signalé : récupération de données après formatage Problème urgent.,software,configuration,critique,Corruption du système d'exploitation,Généraliste,[]
Le client indique que le clavier du laptop a des touches enfoncées depuis hier.,hardware,maintenance,faible,Dommage physique suite à choc,Généraliste,"[""Pâte thermique"", ""Spray air comprimé""]"
Signalement client : impossible d'installer un logiciel,software,reparation,normale,Conflit entre logiciels installés,Généraliste,[]
Intervention requise : la souris ne répond plus depuis hier.,hardware,maintenance,haute,Connexion interne défaillante,Hardware,"[""Pâte thermique"", ""Spray air comprimé""]"
Problème signalé : configuration qos pour prioriser les appels,reseau,depannage,faible,Surcharge de la bande passante,Réseau,"[""Switch 8 ports""]"
"Client signale : problème de dns, sites web ne chargent pas Cela se produit souvent.",reseau,installation,faible,Mauvaise configuration des paramètres réseau,Généraliste,"[""Switch 16 ports"", ""Câble RJ45 20m""]"
Impossible d'accéder à certains dossiers Le client a besoin d'aide.,software,reparation,faible,Conflit entre logiciels installés,Généraliste,[]
Sécurisation du réseau WiFi entreprise depuis ce matin.,reseau,depannage,faible,Incompatibilité de protocoles réseau,Généraliste,[]
Signalement client : impossible d'accéder au serveur de fichiers Cela se produit souvent.,reseau,configuration,normale,Problème de sécurité réseau,Réseau,[]
Sécurisation contre les intrusions réseau depuis ce matin.,reseau,installation,normale,Surcharge de la bande passante,Généraliste,"[""Routeur fibre""]"
Intervention requise : l'ordinateur est très lent au démarrage Le client a besoin d'aide.,software,configuration,normale,Conflit entre logiciels installés,Généraliste,[]
Intervention requise : migration de windows 7 vers windows 10 depuis ce matin.,software,reparation,faible,Licence expirée ou fichiers corrompus,Généraliste,[]
Problème signalé : la carte graphique affiche des artefacts depuis ce matin.,hardware,maintenance,normale,Dommage physique suite à choc,Hardware,"[""Pâte thermique"", ""Spray air comprimé""]"
Les mises à jour automatiques échouent,software,reparation,faible,Corruption du système d'exploitation,Software,[]
Signalement client : partage d'imprimante réseau impossible,reseau,configuration,normale,Équipement réseau défaillant,Réseau,"[""Câble RJ45 5m""]"
Intervention requise : l'ordinateur ne démarre plus du tout,hardware,maintenance,haute,Court-circuit dans l'alimentation,Hardware,"[""Spray air comprimé"", ""Spray nettoyant""]"
Intervention requise : mise à jour du firmware du routeur Problème récurrent.,reseau,installation,normale,Câblage endommagé ou mal branché,Réseau,"[""Câble RJ45 10m"", ""Connecteurs RJ45""]"
Intervention requise : microsoft office ne s'ouvre plus depuis hier.,software,reparation,haute,Corruption du système d'exploitation,Software,[]
La batterie du laptop ne charge plus Problème urgent.,hardware,reparation,critique,Vieillissement de la batterie,Hardware,"[""Batterie laptop""]"
Intervention requise : le système est bloqué en mode sans échec Cela se produit souvent.,software,reparation,critique,Infection par malware ou virus,Généraliste,[]
Problème signalé : l'antivirus ne peut pas supprimer les menaces depuis ce matin.,software,installation,haute,Surcharge mémoire et fragmentation,Software,[]
Le client indique que l'antivirus ne peut pas supprimer les menaces,software,reparation,critique,Infection par malware ou virus,Généraliste,[]
Le client indique que le disque dur externe n'est plus reconnu depuis hier.,hardware,reparation,faible,Défaillance matérielle due à l'usure,Hardware,"[""RAM DDR4 8GB""]"
Client signale : la carte mère émet des bips au démarrage depuis hier.,hardware,maintenance,faible,Court-circuit dans l'alimentation,Généraliste,[]
Intervention requise : le câble d'alimentation est endommagé depuis ce matin.,hardware,reparation,haute,Connexion interne défaillante,Généraliste,[]
Le client indique que outlook ne se synchronise plus avec le mail,software,installation,faible,Licence expirée ou fichiers corrompus,Généraliste,[]
Le VPN de l'entreprise ne se connecte plus,reseau,configuration,normale,Incompatibilité de protocoles réseau,Réseau,[]
Configuration du démarrage automatique Le client a besoin d'aide.,software,installation,normale,Licence expirée ou fichiers corrompus,Software,[]
Signalement client : mise à jour du firmware du routeur Le client a besoin d'aide.,reseau,depannage,normale,Mauvaise configuration des paramètres réseau,Généraliste,[]
Problème signalé : la carte mère émet des bips au démarrage depuis ce matin.,hardware,maintenance,normale,Surchauffe causée par poussière accumulée,Généraliste,"[""Pâte thermique"", ""Spray air comprimé""]"
Intervention requise : le système de sauvegarde automatique est arrêté depuis hier.,software,reparation,faible,Corruption du système d'exploitation,Généraliste,[]
Problème signalé : le touchpad du laptop est bloqué depuis ce matin.,hardware,maintenance,critique,Dommage physique suite à choc,Généraliste,"[""Spray air comprimé"", ""Spray nettoyant""]"
Intervention requise : l'ordinateur chauffe excessivement Problème récurrent.,hardware,maintenance,normale,Défaillance matérielle due à l'usure,Hardware,"[""Pâte thermique"", ""Spray air comprimé""]"
Intervention requise : configuration du proxy pour internet depuis hier.,reseau,installation,normale,Surcharge de la bande passante,Réseau,"[""Point d'accès WiFi""]"
Client signale : le clavier du laptop a des touches enfoncées depuis hier.,hardware,reparation,normale,Dommage physique suite à choc,Hardware,"[""Ventilateur CPU"", ""Pâte thermique""]"
Client signale : sécurisation du réseau wifi entreprise,reseau,installation,normale,Câblage endommagé ou mal branché,Généraliste,"[""Point d'accès WiFi""]"
Problème signalé : la carte graphique affiche des artefacts Cela se produit souvent.,hardware,maintenance,normale,Connexion interne défaillante,Hardware,[]
Signalement client : microsoft office ne s'ouvre plus,software,reparation,haute,Licence expirée ou fichiers corrompus,Généraliste,[]
Client signale : le profil utilisateur est corrompu depuis hier.,software,installation,faible,Surcharge mémoire et fragmentation,Software,[]
Le scanner ne détecte plus les documents depuis ce matin.,hardware,reparation,normale,Surchauffe causée par poussière accumulée,Généraliste,"[""Connecteur de charge""]"
Le client indique que le réseau local est très lent depuis hier.,reseau,depannage,haute,Incompatibilité de protocoles réseau,Généraliste,[]
Signalement client : l'imprimante ne reconnaît plus le papier Cela se produit souvent.,hardware,maintenance,normale,Dommage physique suite à choc,Généraliste,[]
Client signale : outlook ne se synchronise plus avec le mail depuis ce matin.,software,installation,normale,Surcharge mémoire et fragmentation,Généraliste,[]
Le client indique que windows à réinstaller suite à corruption depuis ce matin.,software,installation,haute,Licence expirée ou fichiers corrompus,Software,[]
Intervention requise : le téléphone ip ne se connecte plus Cela se produit souvent.,reseau,configuration,faible,Problème de sécurité réseau,Réseau,"[""Câble RJ45 5m""]"
Le client indique que le système est bloqué sur l'écran de connexion Problème urgent.,software,reparation,critique,Corruption du système d'exploitation,Généraliste,[]
Signalement client : nettoyage complet du système après infection,software,installation,critique,Erreur de configuration système,Généraliste,[]
Problème signalé : perte de paquets réseau fréquente Problème récurrent.,reseau,configuration,faible,Câblage endommagé ou mal branché,Réseau,"[""Switch 8 ports""]"
Problème signalé : l'ordinateur s'éteint tout seul depuis hier.,hardware,reparation,faible,Surchauffe causée par poussière accumulée,Généraliste,"[""Connecteur de charge""]"
Le client indique que excel affiche des erreurs de calcul depuis hier.,software,configuration,normale,Mise à jour défectueuse du système,Généraliste,[]
Le client indique que configuration du pare-feu pour accès externe Cela se produit souvent.,reseau,configuration,normale,Mauvaise configuration des paramètres réseau,Réseau,[]
Signalement client : configuration d'un réseau invité séparé depuis hier.,reseau,installation,normale,Interférence WiFi avec autres équipements,Réseau,"[""Switch 16 ports"", ""Câble RJ45 20m""]"
Client signale : le bouton d'alimentation ne répond plus depuis hier.,hardware,maintenance,haute,Vieillissement de la batterie,Généraliste,"[""Pâte thermique""]"
"Problème signalé : boucle réseau détectée, réseau instable Problème récurrent.",reseau,configuration,haute,Surcharge de la bande passante,Réseau,[]
Signalement client : le lecteur cd dvd n'ouvre plus,hardware,maintenance,normale,Composant électronique endommagé,Généraliste,"[""Pâte thermique"", ""Spray air comprimé""]"
Le client indique que le port USB ne détecte plus les périphériques depuis hier.,hardware,maintenance,faible,Défaillance matérielle due à l'usure,Hardware,"[""Pâte thermique"", ""Spray air comprimé""]"
Problème signalé : problème de compatibilité après mise à jour depuis ce matin.,software,reparation,normale,Licence expirée ou fichiers corrompus,Généraliste,[]
Intervention requise : l'ordinateur est infecté par un virus Problème urgent.,software,installation,critique,Infection par malware ou virus,Généraliste,[]
Signalement client : configuration d'un serveur dhcp Cela se produit souvent.,reseau,depannage,normale,Problème de sécurité réseau,Réseau,[]
Problème signalé : les fichiers ont disparu après une mise à jour,software,reparation,normale,Corruption du système d'exploitation,Software,[]
Outlook ne se synchronise plus avec le mail Problème récurrent.,software,configuration,faible,Conflit entre logiciels installés,Software,[]
Une mise à jour a cassé une application Problème urgent.,software,configuration,normale,Erreur de configuration système,Généraliste,[]
Le client indique que l'ordinateur chauffe excessivement Problème récurrent.,hardware,reparation,faible,Dommage physique suite à choc,Hardware,"[""Disque SSD 256GB"", ""Câble SATA""]"
Client signale : le bouton d'alimentation ne répond plus depuis hier.,hardware,reparation,normale,Court-circuit dans l'alimentation,Hardware,"[""Disque dur HDD 1TB""]"
Problème signalé : l'ordinateur est infecté par un ransomware,software,reparation,critique,Infection par malware ou virus,Software,[]
Signalement client : configuration d'un réseau invité séparé depuis ce matin.,reseau,installation,faible,Incompatibilité de protocoles réseau,Généraliste,"[""Câble RJ45 10m"", ""Connecteurs RJ45""]"
Signalement client : les mises à jour automatiques échouent Problème urgent.,software,reparation,faible,Licence expirée ou fichiers corrompus,Généraliste,[]
Le disque dur fait un bruit de cliquetis depuis hier.,hardware,reparation,haute,Court-circuit dans l'alimentation,Généraliste,"[""Disque dur HDD 1TB""]"
Intervention requise : l'écran tactile ne répond plus,hardware,maintenance,haute,Connexion interne défaillante,Hardware,[]
